Number of frames: 3000
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,Marker_10 x,Marker_10 y,Marker_10 z,Marker_11 x,Marker_11 y,Marker_11 z,Marker_12 x,Marker_12 y,Marker_12 z,iRigid16_probe_A1 x,iRigid16_probe_A1 y,iRigid16_probe_A1 z,iRigid16_probe_A2 x,iRigid16_probe_A2 y,iRigid16_probe_A2 z,iRigid16_probe_A3 x,iRigid16_probe_A3 y,iRigid16_probe_A3 z,iRigid14_probe_B1 x,iRigid14_probe_B1 y,iRigid14_probe_B1 z,iRigid14_probe_B2 x,iRigid14_probe_B2 y,iRigid14_probe_B2 z,iRigid14_probe_B3 x,iRigid14_probe_B3 y,iRigid14_probe_B3 z,iRigid8_probe_C1 x,iRigid8_probe_C1 y,iRigid8_probe_C1 z,iRigid8_probe_C2 x,iRigid8_probe_C2 y,iRigid8_probe_C2 z,iRigid8_probe_C3 x,iRigid8_probe_C3 y,iRigid8_probe_C3 z
370,375.933929443,-208.963867188,-2362.551269531,378.100097656,-190.155883789,-2354.789062500,394.556243896,-200.216125488,-2361.815429688,243.147064209,-233.716690063,-2336.751953125,245.260711670,-252.263229370,-2343.877685547,226.775543213,-245.268981934,-2339.381591797,381.468444824,-268.532135010,-2359.220458984,384.398590088,-250.800155640,-2349.952392578,400.332061768,-260.594024658,-2358.159912109,,,,,,,,,,283.072509766,-193.150741577,-2354.981933594,301.345397949,-198.595901489,-2367.936035156,332.486511230,-186.185867310,-2360.872314453,290.367767334,-234.484741211,-2348.173583984,300.860961914,-226.575546265,-2363.038574219,335.556854248,-221.960525513,-2347.176269531,286.366546631,-270.126739502,-2348.597656250,305.013366699,-257.116516113,-2359.942138672,339.165588379,-266.790985107,-2349.995605469,
371,375.929199219,-208.963638306,-2362.555419922,378.096801758,-190.156158447,-2354.795410156,394.552764893,-200.214660645,-2361.819335938,243.146118164,-233.714447021,-2336.749755859,245.260284424,-252.260787964,-2343.878906250,226.774642944,-245.266159058,-2339.377441406,381.470001221,-268.529785156,-2359.220458984,384.400085449,-250.796783447,-2349.955078125,400.335021973,-260.591308594,-2358.162353516,,,,,,,,,,283.068420410,-193.150695801,-2354.990966797,301.341857910,-198.596740723,-2367.944091797,332.482604980,-186.185897827,-2360.879882813,290.365081787,-234.479812622,-2348.180908203,300.855072021,-226.568328857,-2363.047119141,335.554046631,-221.954574585,-2347.191162109,286.369201660,-270.125671387,-2348.593017578,305.015106201,-257.116455078,-2359.939941406,339.168090820,-266.788696289,-2349.993896484,
372,375.933410645,-208.964706421,-2362.554687500,378.100097656,-190.156280518,-2354.790771484,394.555023193,-200.216018677,-2361.820556641,243.144531250,-233.715896606,-2336.757324219,245.256530762,-252.261657715,-2343.885253906,226.771636963,-245.268142700,-2339.383056641,381.468933105,-268.529571533,-2359.221923828,384.397888184,-250.797073364,-2349.958496094,400.331726074,-260.591613770,-2358.168945313,,,,,,,,,,283.072418213,-193.154602051,-2354.970214844,301.343597412,-198.598114014,-2367.927490234,332.485351563,-186.187698364,-2360.867187500,290.361663818,-234.482131958,-2348.192626953,300.850372314,-226.571487427,-2363.060058594,335.550842285,-221.957275391,-2347.207519531,286.369201660,-270.132324219,-2348.574707031,305.011810303,-257.122497559,-2359.926513672,339.167541504,-266.791870117,-2349.986816406,
373,375.931152344,-208.965530396,-2362.567382813,378.100036621,-190.157318115,-2354.798828125,394.555023193,-200.217712402,-2361.825683594,243.144180298,-233.715011597,-2336.758300781,245.257171631,-252.260940552,-2343.885986328,226.773239136,-245.267440796,-2339.395751953,381.468841553,-268.529205322,-2359.228271484,384.398590088,-250.797851563,-2349.960693359,400.333557129,-260.592956543,-2358.177490234,,,,,,,,,,283.071228027,-193.142227173,-2355.005615234,301.345245361,-198.585906982,-2367.958740234,332.486816406,-186.181365967,-2360.887451172,290.368164063,-234.484878540,-2348.164062500,300.866821289,-226.574111938,-2363.024658203,335.557647705,-221.963546753,-2347.149902344,286.370910645,-270.131042480,-2348.564941406,305.012023926,-257.119354248,-2359.917236328,339.169128418,-266.792053223,-2349.985595703,
374,375.928833008,-208.968917847,-2362.575927734,378.097656250,-190.160049438,-2354.808105469,394.552581787,-200.218658447,-2361.834228516,243.140411377,-233.716033936,-2336.770751953,245.253829956,-252.262145996,-2343.892333984,226.768203735,-245.265869141,-2339.397949219,381.466918945,-268.528198242,-2359.235351563,384.396026611,-250.796752930,-2349.972167969,400.333099365,-260.591522217,-2358.184814453,,,,,,,,,,283.068420410,-193.151489258,-2355.013916016,301.342742920,-198.594299316,-2367.967041016,332.483489990,-186.187316895,-2360.896240234,290.361663818,-234.488327026,-2348.190673828,300.855773926,-226.582656860,-2363.056884766,335.551605225,-221.967102051,-2347.194580078,286.368835449,-270.130950928,-2348.581542969,305.010711670,-257.121063232,-2359.934570313,339.167114258,-266.790954590,-2349.997802734,
375,375.937591553,-208.964355469,-2362.578369141,378.105590820,-190.157485962,-2354.813964844,394.561126709,-200.215270996,-2361.838867188,243.148071289,-233.715988159,-2336.776611328,245.259765625,-252.262390137,-2343.898437500,226.774490356,-245.266250610,-2339.399414063,381.472839355,-268.526397705,-2359.236328125,384.402099609,-250.795166016,-2349.978027344,400.334197998,-260.589843750,-2358.188720703,,,,,,,,,,283.076812744,-193.149795532,-2355.016601563,301.350952148,-198.593673706,-2367.969726563,332.491546631,-186.185150146,-2360.900878906,290.366088867,-234.488250732,-2348.208251953,300.856353760,-226.582778931,-2363.077392578,335.556182861,-221.966644287,-2347.224121094,286.374114990,-270.130218506,-2348.573486328,305.014617920,-257.122131348,-2359.930664063,339.172180176,-266.789276123,-2349.995361328,
376,375.936157227,-208.961318970,-2362.579589844,378.104125977,-190.154403687,-2354.820068359,394.560424805,-200.211944580,-2361.843017578,243.148040771,-233.714385986,-2336.778076172,245.261444092,-252.259231567,-2343.898193359,226.777755737,-245.266784668,-2339.409423828,381.474884033,-268.521270752,-2359.234375000,384.409698486,-250.791839600,-2349.982421875,400.341522217,-260.585571289,-2358.192382813,,,,,,,,,,283.075592041,-193.148956299,-2355.018310547,301.349426270,-198.595001221,-2367.970703125,332.489898682,-186.183929443,-2360.905761719,290.371124268,-234.483551025,-2348.187011719,300.868072510,-226.577316284,-2363.051025391,335.559936523,-221.959106445,-2347.180908203,286.380310059,-270.116577148,-2348.554687500,305.019744873,-257.112182617,-2359.917968750,339.178375244,-266.779998779,-2349.986816406,
377,375.940216064,-208.962478638,-2362.583984375,378.108459473,-190.157333374,-2354.831298828,394.560974121,-200.211502075,-2361.847900391,243.148391724,-233.716308594,-2336.787109375,245.261047363,-252.261474609,-2343.906982422,226.775863647,-245.268905640,-2339.417724609,381.474365234,-268.521301270,-2359.247070313,384.407348633,-250.792602539,-2349.988525391,400.340881348,-260.584411621,-2358.198730469,,,,,,,,,,283.077758789,-193.155517578,-2355.033447266,301.352844238,-198.603759766,-2367.983154297,332.492004395,-186.188766479,-2360.919433594,290.370391846,-234.486785889,-2348.197265625,300.867034912,-226.581054688,-2363.061767578,335.559478760,-221.963211060,-2347.192871094,286.378051758,-270.121185303,-2348.585205078,305.019287109,-257.113067627,-2359.941162109,339.176300049,-266.782867432,-2350.006347656,
378,375.940399170,-208.963073730,-2362.594970703,378.109832764,-190.158035278,-2354.835693359,394.565032959,-200.214981079,-2361.859863281,243.151657104,-233.718368530,-2336.792724609,245.262939453,-252.261978149,-2343.912109375,226.778533936,-245.270477295,-2339.423583984,381.478485107,-268.523254395,-2359.259033203,384.409332275,-250.794494629,-2349.995849609,400.341735840,-260.586608887,-2358.205810547,,,,,,,,,,283.081054688,-193.148117065,-2355.025878906,301.353637695,-198.594436646,-2367.979980469,332.495147705,-186.184768677,-2360.917236328,290.373291016,-234.489227295,-2348.202392578,300.870300293,-226.583557129,-2363.066650391,335.562652588,-221.966674805,-2347.197265625,286.379150391,-270.123474121,-2348.611328125,305.022247314,-257.113555908,-2359.962158203,339.177673340,-266.785400391,-2350.023925781,
379,375.935852051,-208.967849731,-2362.601562500,378.103271484,-190.160156250,-2354.836669922,394.558929443,-200.217086792,-2361.866699219,243.144699097,-233.717880249,-2336.793701172,245.257064819,-252.262130737,-2343.909667969,226.773406982,-245.270019531,-2339.428710938,381.473236084,-268.524444580,-2359.264404297,384.407257080,-250.795211792,-2350.007080078,400.340545654,-260.587677002,-2358.217041016,,,,,,,,,,283.075286865,-193.162796021,-2355.015380859,301.346649170,-198.604415894,-2367.973144531,332.487823486,-186.192916870,-2360.912109375,290.370330811,-234.491607666,-2348.187255859,300.872558594,-226.588226318,-2363.049072266,335.559722900,-221.970245361,-2347.168701172,286.377471924,-270.121307373,-2348.599609375,305.018707275,-257.114318848,-2359.957031250,339.175781250,-266.784301758,-2350.022705078,
380,375.945190430,-208.960510254,-2362.598876953,378.110168457,-190.148773193,-2354.846923828,394.567657471,-200.208496094,-2361.869873047,243.146621704,-233.691757202,-2336.766113281,245.254791260,-252.244049072,-2343.860351563,226.771865845,-245.242874146,-2339.387695313,381.470336914,-268.539459229,-2359.200683594,384.403839111,-250.802261353,-2349.956787109,400.335754395,-260.602752686,-2358.156005859,,,,,,,,,,283.082855225,-193.159881592,-2355.025634766,301.355010986,-198.608398438,-2367.979492188,332.494873047,-186.189300537,-2360.926025391,290.371917725,-234.489212036,-2348.158203125,300.876068115,-226.605468750,-2363.029052734,335.564178467,-221.977081299,-2347.153564453,286.371887207,-270.121276855,-2348.550292969,305.015869141,-257.124664307,-2359.915039063,339.170654297,-266.788818359,-2349.967041016,
381,375.942993164,-208.963226318,-2362.522460938,378.107208252,-190.137573242,-2354.802001953,394.566497803,-200.206298828,-2361.814941406,243.139938354,-233.632080078,-2336.678710938,245.243682861,-252.197341919,-2343.740234375,226.764953613,-245.180572510,-2339.280273438,381.467102051,-268.550994873,-2359.022949219,384.398193359,-250.797500610,-2349.805419922,400.329223633,-260.619018555,-2357.982910156,,,,,,,,,,283.081237793,-193.167358398,-2354.941650391,301.349731445,-198.633773804,-2367.892822266,332.489776611,-186.197174072,-2360.871337891,290.367065430,-234.464843750,-2348.067626953,300.874450684,-226.610855103,-2362.951904297,335.563507080,-221.966171265,-2347.083496094,286.360870361,-270.089813232,-2348.411376953,305.013336182,-257.116912842,-2359.789306641,339.161132813,-266.773742676,-2349.810546875,
382,375.944122314,-208.977233887,-2362.429443359,378.105834961,-190.138656616,-2354.738769531,394.565155029,-200.221557617,-2361.712402344,243.128707886,-233.571868896,-2336.568115234,245.228820801,-252.151702881,-2343.593261719,226.749603271,-245.123046875,-2339.149169922,381.458374023,-268.556518555,-2358.784667969,384.383819580,-250.781417847,-2349.601562500,400.319671631,-260.619934082,-2357.762207031,,,,,,,,,,283.076568604,-193.144485474,-2354.989746094,301.359649658,-198.637588501,-2367.909179688,332.494110107,-186.196746826,-2360.870361328,290.356079102,-234.436950684,-2347.949951172,300.866729736,-226.614151001,-2362.848388672,335.554962158,-221.945602417,-2346.984863281,286.352233887,-270.092041016,-2348.166015625,305.001708984,-257.138580322,-2359.570800781,339.151794434,-266.768463135,-2349.573730469,
383,375.956359863,-208.967102051,-2362.372070313,378.110778809,-190.118087769,-2354.699218750,394.573974609,-200.209960938,-2361.662841797,243.128250122,-233.512619019,-2336.465576172,245.223373413,-252.108062744,-2343.458007813,226.745040894,-245.071578979,-2339.029541016,381.451385498,-268.584625244,-2358.577636719,384.377380371,-250.789215088,-2349.421875000,400.315368652,-260.644409180,-2357.561767578,,,,,,,,,,283.083770752,-193.140625000,-2354.957519531,301.368957520,-198.644363403,-2367.869384766,332.500854492,-186.191543579,-2360.840576172,290.354583740,-234.405624390,-2347.840576172,300.867919922,-226.610504150,-2362.751708984,335.554656982,-221.917388916,-2346.892333984,286.343444824,-270.092254639,-2347.984130859,304.997283936,-257.159729004,-2359.405517578,339.143646240,-266.774963379,-2349.381591797,
384,375.962249756,-208.958587646,-2362.343505859,378.109527588,-190.095291138,-2354.694091797,394.577209473,-200.189788818,-2361.650146484,243.120132446,-233.429168701,-2336.354492188,245.205062866,-252.043411255,-2343.313232422,226.732498169,-244.988067627,-2338.902832031,381.430664063,-268.619415283,-2358.386474609,384.368347168,-250.805435181,-2349.275146484,400.303894043,-260.688659668,-2357.392578125,,,,,,,,,,283.084350586,-193.167190552,-2354.924072266,301.368835449,-198.678451538,-2367.833740234,332.496398926,-186.201095581,-2360.829101563,290.348693848,-234.371795654,-2347.716796875,300.870178223,-226.610137939,-2362.639404297,335.555267334,-221.906250000,-2346.779785156,286.324340820,-270.045715332,-2347.781738281,304.984893799,-257.152008057,-2359.236083984,339.126403809,-266.763214111,-2349.191650391,
385,375.973785400,-208.959182739,-2362.231201172,378.115081787,-190.073043823,-2354.638427734,394.584686279,-200.183120728,-2361.565185547,243.107421875,-233.307891846,-2336.206542969,245.175399780,-251.946823120,-2343.087158203,226.710052490,-244.857101440,-2338.713623047,381.407348633,-268.652160645,-2358.041503906,384.350555420,-250.806854248,-2349.013427734,400.284942627,-260.724822998,-2357.099365234,,,,,,,,,,283.090728760,-193.175231934,-2354.853027344,301.376159668,-198.719268799,-2367.747558594,332.500244141,-186.211303711,-2360.781982422,290.339660645,-234.342285156,-2347.545166016,300.874938965,-226.651870728,-2362.495117188,335.558715820,-221.919631958,-2346.640625000,286.308593750,-270.026458740,-2347.363769531,304.962127686,-257.184661865,-2358.887695313,339.109954834,-266.755859375,-2348.826660156,
386,375.977539063,-208.961715698,-2362.058593750,378.113647461,-190.049636841,-2354.537109375,394.589355469,-200.182281494,-2361.427734375,243.090637207,-233.166412354,-2336.000732422,245.148345947,-251.833160400,-2342.793457031,226.684661865,-244.705108643,-2338.453125000,381.389282227,-268.691833496,-2357.551513672,384.332153320,-250.803619385,-2348.618164063,400.268432617,-260.768035889,-2356.635253906,,,,,,,,,,283.092010498,-193.170562744,-2354.735839844,301.377929688,-198.758956909,-2367.610351563,332.499847412,-186.218978882,-2360.693115234,290.325073242,-234.290344238,-2347.329345703,300.868255615,-226.678421021,-2362.313720703,335.554962158,-221.903366089,-2346.478759766,286.280456543,-269.973144531,-2346.951660156,304.949340820,-257.200317383,-2358.527343750,339.084411621,-266.731292725,-2348.385253906,
387,375.991943359,-208.959793091,-2361.875732422,378.120727539,-190.014038086,-2354.436035156,394.601593018,-200.176223755,-2361.290527344,243.069824219,-232.992706299,-2335.749511719,245.113937378,-251.700317383,-2342.448242188,226.654998779,-244.528289795,-2338.146484375,381.365478516,-268.743194580,-2357.010253906,384.307800293,-250.803253174,-2348.162353516,400.244201660,-260.827178955,-2356.090576172,,,,,,,,,,283.102966309,-193.163253784,-2354.591308594,301.386199951,-198.802474976,-2367.447509766,332.506958008,-186.224136353,-2360.594726563,290.306976318,-234.221237183,-2347.063476563,300.860351563,-226.696044922,-2362.084472656,335.548522949,-221.873352051,-2346.267089844,286.231079102,-269.875213623,-2346.613037109,304.937652588,-257.181640625,-2358.214843750,339.041107178,-266.690307617,-2347.946289063,
388,376.009399414,-208.962585449,-2361.667724609,378.128295898,-189.976196289,-2354.323486328,394.611022949,-200.168609619,-2361.116943359,243.046661377,-232.784698486,-2335.465820313,245.074615479,-251.539154053,-2342.035644531,226.620956421,-244.321044922,-2337.804443359,381.336975098,-268.791748047,-2356.383056641,384.277313232,-250.795898438,-2347.644775391,400.214721680,-260.885009766,-2355.499755859,,,,,,,,,,283.109954834,-193.159133911,-2354.510253906,301.401550293,-198.858078003,-2367.328125000,332.514648438,-186.234252930,-2360.524414063,290.293701172,-234.141265869,-2346.717529297,300.872222900,-226.728881836,-2361.776855469,335.547729492,-221.837142944,-2345.953125000,286.190185547,-269.801666260,-2346.053466797,304.913482666,-257.193084717,-2357.720947266,339.003143311,-266.656799316,-2347.365234375,
389,376.008575439,-209.000289917,-2361.403564453,378.122467041,-189.965377808,-2354.167236328,394.610717773,-200.203567505,-2360.898681641,243.011932373,-232.565444946,-2335.138671875,245.026947021,-251.362640381,-2341.570800781,226.576507568,-244.097061157,-2337.416503906,381.298583984,-268.837982178,-2355.634033203,384.238128662,-250.775909424,-2347.037353516,400.182739258,-260.929260254,-2354.823974609,,,,,,,,,,283.106323242,-193.152114868,-2354.366943359,301.401824951,-198.926284790,-2367.145507813,332.512969971,-186.263198853,-2360.406250000,290.272125244,-234.051361084,-2346.316406250,300.878936768,-226.757644653,-2361.413818359,335.538848877,-221.792373657,-2345.578613281,286.156799316,-269.769500732,-2345.256347656,304.874938965,-257.252136230,-2357.029785156,338.969177246,-266.634887695,-2346.615722656,
390,376.025695801,-209.011184692,-2361.159912109,378.127624512,-189.931838989,-2354.026611328,394.621276855,-200.211547852,-2360.690673828,242.988128662,-232.319381714,-2334.774169922,244.977828979,-251.174697876,-2341.084716797,226.536758423,-243.851669312,-2336.995605469,381.258697510,-268.899169922,-2354.853759766,384.200897217,-250.773666382,-2346.385009766,400.146789551,-260.996734619,-2354.064941406,,,,,,,,,,283.113281250,-193.133865356,-2354.279052734,301.418792725,-198.977462769,-2367.011718750,332.523590088,-186.273208618,-2360.320800781,290.255401611,-233.956985474,-2345.898193359,300.887725830,-226.778411865,-2361.032714844,335.539642334,-221.760787964,-2345.196533203,286.097625732,-269.671569824,-2344.646728516,304.848388672,-257.257629395,-2356.477539063,338.915130615,-266.591522217,-2345.930419922,
391,376.037750244,-209.018768311,-2360.883056641,378.134033203,-189.890075684,-2353.883544922,394.635345459,-200.205764771,-2360.490966797,242.966705322,-232.062408447,-2334.421386719,244.934387207,-250.966720581,-2340.592285156,226.500762939,-243.585403442,-2336.575927734,381.223541260,-268.940948486,-2354.114990234,384.173187256,-250.757720947,-2345.777832031,400.116973877,-261.054046631,-2353.356445313,,,,,,,,,,283.123779297,-193.149642944,-2354.037353516,301.422485352,-199.070175171,-2366.744140625,332.525085449,-186.301681519,-2360.166259766,290.243316650,-233.853332520,-2345.483398438,300.902313232,-226.801605225,-2360.658691406,335.545440674,-221.721420288,-2344.823242188,286.045776367,-269.533386230,-2344.045898438,304.828002930,-257.228515625,-2355.940673828,338.868499756,-266.521026611,-2345.272949219,
392,376.043182373,-209.038330078,-2360.597656250,378.138397217,-189.863296509,-2353.725585938,394.642852783,-200.218750000,-2360.271972656,242.938201904,-231.827804565,-2334.099609375,244.889495850,-250.770462036,-2340.125000000,226.459518433,-243.334121704,-2336.168212891,381.184875488,-268.969879150,-2353.352783203,384.141204834,-250.721908569,-2345.173339844,400.083770752,-261.084045410,-2352.666259766,,,,,,,,,,283.129882813,-193.144668579,-2353.819335938,301.424743652,-199.145019531,-2366.494140625,332.527191162,-186.326507568,-2360.013427734,290.217926025,-233.756362915,-2345.134033203,300.889801025,-226.832962036,-2360.359375000,335.535675049,-221.678771973,-2344.553710938,286.009857178,-269.452301025,-2343.262451172,304.793273926,-257.254272461,-2355.264892578,338.833190918,-266.465240479,-2344.524902344,
393,376.054779053,-209.051422119,-2360.329833984,378.147521973,-189.835311890,-2353.578857422,394.655120850,-200.238677979,-2360.064941406,242.910552979,-231.587066650,-2333.766357422,244.848785400,-250.579864502,-2339.665039063,226.423873901,-243.099960327,-2335.768310547,381.150909424,-269.004821777,-2352.594482422,384.108856201,-250.697463989,-2344.538330078,400.048706055,-261.129699707,-2351.923828125,,,,,,,,,,283.142517090,-193.104370117,-2353.637451172,301.434478760,-199.187271118,-2366.277099609,332.539794922,-186.332611084,-2359.882568359,290.194396973,-233.632186890,-2344.762207031,300.880279541,-226.820159912,-2360.027832031,335.521392822,-221.586761475,-2344.238037109,285.953033447,-269.322052002,-2342.692626953,304.772460938,-257.228332520,-2354.744140625,338.781677246,-266.394409180,-2343.869384766,
394,376.066284180,-209.051284790,-2360.084716797,378.146240234,-189.792190552,-2353.439208984,394.663482666,-200.230728149,-2359.867675781,242.879577637,-231.321472168,-2333.427978516,244.793777466,-250.361343384,-2339.172851563,226.378967285,-242.832351685,-2335.345214844,381.107330322,-269.037322998,-2351.825683594,384.074005127,-250.673110962,-2343.893310547,400.014373779,-261.176055908,-2351.192871094,,,,,,,,,,283.145446777,-193.105224609,-2353.492919922,301.441497803,-199.251205444,-2366.095947266,332.540618896,-186.347702026,-2359.769775391,290.163879395,-233.510787964,-2344.387451172,300.864166260,-226.833831787,-2359.702636719,335.505004883,-221.515487671,-2343.940429688,285.900207520,-269.191986084,-2342.010986328,304.742614746,-257.201202393,-2354.129150391,338.732727051,-266.323699951,-2343.158447266,
395,376.072906494,-209.069702148,-2359.795410156,378.149108887,-189.764862061,-2353.277099609,394.670654297,-200.240737915,-2359.648925781,242.844482422,-231.054183960,-2333.078125000,244.735473633,-250.135299683,-2338.669921875,226.330368042,-242.550155640,-2334.939208984,381.056457520,-269.062896729,-2351.026367188,384.030029297,-250.637329102,-2343.247070313,399.972778320,-261.209869385,-2350.458251953,,,,,,,,,,283.151214600,-193.115798950,-2353.248046875,301.441528320,-199.337371826,-2365.822509766,332.539703369,-186.380661011,-2359.601318359,290.146697998,-233.404922485,-2343.924072266,300.888854980,-226.864547729,-2359.269042969,335.507049561,-221.482528687,-2343.478759766,285.848968506,-269.086151123,-2341.225341797,304.699584961,-257.206665039,-2353.439941406,338.683197021,-266.256134033,-2342.388916016,
396,376.073242188,-209.088012695,-2359.494873047,378.153717041,-189.741668701,-2353.108642578,394.674774170,-200.265075684,-2359.400146484,242.810546875,-230.792556763,-2332.728759766,244.688034058,-249.917129517,-2338.187500000,226.289398193,-242.279388428,-2334.546386719,381.013275146,-269.072814941,-2350.225830078,383.991821289,-250.585876465,-2342.589111328,399.931793213,-261.231323242,-2349.688720703,,,,,,,,,,283.154510498,-193.058044434,-2353.101806641,301.448638916,-199.371917725,-2365.624511719,332.548400879,-186.383773804,-2359.477294922,290.133697510,-233.282150269,-2343.460693359,300.916473389,-226.860946655,-2358.827392578,335.509216309,-221.418075562,-2343.002197266,285.788757324,-268.928527832,-2340.579345703,304.670227051,-257.164916992,-2352.858154297,338.627441406,-266.156555176,-2341.679443359,
397,376.075988770,-209.090194702,-2359.212646484,378.153869629,-189.703948975,-2352.947753906,394.678741455,-200.270050049,-2359.166503906,242.778289795,-230.525283813,-2332.392333984,244.638229370,-249.690795898,-2337.693603516,226.244796753,-242.010833740,-2334.129638672,380.968566895,-269.075683594,-2349.416748047,383.954376221,-250.531051636,-2341.921875000,399.892547607,-261.247528076,-2348.920410156,,,,,,,,,,283.155670166,-193.011993408,-2352.960449219,301.454437256,-199.406646729,-2365.435058594,332.552856445,-186.382736206,-2359.357177734,290.105194092,-233.145492554,-2343.067138672,300.905792236,-226.858932495,-2358.476806641,335.491760254,-221.321609497,-2342.669921875,285.733001709,-268.770355225,-2339.877197266,304.638580322,-257.120574951,-2352.227294922,338.575347900,-266.054290771,-2340.940673828,
398,376.096527100,-209.071090698,-2358.934082031,378.164276123,-189.645263672,-2352.793212891,394.693481445,-200.244171143,-2358.934326172,242.757019043,-230.244049072,-2332.044677734,244.591400146,-249.453369141,-2337.197509766,226.206359863,-241.724441528,-2333.699218750,380.923675537,-269.078613281,-2348.590820313,383.916564941,-250.478683472,-2341.257568359,399.855102539,-261.262969971,-2348.158935547,,,,,,,,,,283.166290283,-192.987197876,-2352.834716797,301.474060059,-199.455261230,-2365.258300781,332.564483643,-186.381240845,-2359.247802734,290.081970215,-233.008483887,-2342.684082031,300.895416260,-226.854766846,-2358.138183594,335.483551025,-221.240036011,-2342.363281250,285.685791016,-268.636077881,-2339.083007813,304.602050781,-257.104797363,-2351.527832031,338.530120850,-265.961944580,-2340.154785156,
399,376.098052979,-209.066696167,-2358.641357422,378.165191650,-189.597503662,-2352.632080078,394.700744629,-200.230560303,-2358.705566406,242.730484009,-229.967697144,-2331.714599609,244.541931152,-249.211868286,-2336.709960938,226.164764404,-241.429641724,-2333.281005859,380.880615234,-269.074554443,-2347.791015625,383.876892090,-250.417816162,-2340.587158203,399.815612793,-261.273010254,-2347.389160156,,,,,,,,,,283.168395996,-192.968902588,-2352.628906250,301.475280762,-199.514892578,-2365.012939453,332.563079834,-186.391082764,-2359.097656250,290.056549072,-232.880828857,-2342.312255859,300.884490967,-226.867431641,-2357.811523438,335.475036621,-221.175903320,-2342.069335938,285.627807617,-268.474761963,-2338.420898438,304.572113037,-257.052062988,-2350.922851563,338.475982666,-265.855957031,-2339.437011719,
400,376.093383789,-209.073486328,-2358.321044922,378.162048340,-189.564315796,-2352.443603516,394.697875977,-200.242065430,-2358.438476563,242.691223145,-229.701065063,-2331.378906250,244.490188599,-248.982147217,-2336.228027344,226.121139526,-241.156387329,-2332.908447266,380.830749512,-269.063598633,-2346.993896484,383.828155518,-250.351119995,-2339.920654297,399.771209717,-261.276031494,-2346.625000000,,,,,,,,,,283.164703369,-192.916168213,-2352.453125000,301.474884033,-199.550064087,-2364.785644531,332.563171387,-186.392669678,-2358.948242188,290.043457031,-232.746780396,-2341.823242188,300.921478271,-226.859359741,-2357.335937500,335.474914551,-221.093292236,-2341.539550781,285.564636230,-268.317718506,-2337.753906250,304.534606934,-257.002410889,-2350.314697266,338.416168213,-265.748565674,-2338.719482422,
401,376.102905273,-209.055419922,-2358.020996094,378.167205811,-189.510055542,-2352.281250000,394.700866699,-200.231826782,-2358.180419922,242.663330078,-229.424575806,-2331.046142578,244.443145752,-248.748229980,-2335.751953125,226.079269409,-240.874771118,-2332.508056641,380.778320313,-269.048461914,-2346.163085938,383.783599854,-250.281051636,-2339.252441406,399.728942871,-261.274841309,-2345.863037109,,,,,,,,,,283.167694092,-192.841064453,-2352.370361328,301.490020752,-199.566040039,-2364.635253906,332.574584961,-186.373641968,-2358.857177734,290.021270752,-232.606903076,-2341.421630859,300.921539307,-226.847351074,-2356.966552734,335.466430664,-221.005905151,-2341.179199219,285.512756348,-268.165710449,-2336.936767578,304.490539551,-256.971252441,-2349.593505859,338.365997314,-265.638214111,-2337.921142578,
402,376.109771729,-209.043685913,-2357.747802734,378.165863037,-189.457946777,-2352.129150391,394.707916260,-200.210556030,-2357.978515625,242.633529663,-229.126266479,-2330.699462891,244.386611938,-248.489654541,-2335.245605469,226.034896851,-240.569396973,-2332.083984375,380.721862793,-269.038543701,-2345.342285156,383.738098145,-250.217025757,-2338.579101563,399.682312012,-261.279663086,-2345.083984375,,,,,,,,,,283.171234131,-192.847213745,-2352.117675781,301.486999512,-199.637222290,-2364.356445313,332.568786621,-186.391372681,-2358.686767578,289.994689941,-232.457672119,-2341.005615234,300.916748047,-226.839599609,-2356.587158203,335.455200195,-220.916061401,-2340.816162109,285.448303223,-267.990600586,-2336.228515625,304.450592041,-256.916412354,-2348.954101563,338.304962158,-265.521026611,-2337.174804688,
403,376.119537354,-209.045394897,-2357.463623047,378.177124023,-189.421310425,-2351.980468750,394.715179443,-200.207458496,-2357.751953125,242.608459473,-228.852615356,-2330.383300781,244.339080811,-248.245239258,-2334.770263672,225.992462158,-240.270614624,-2331.675048828,380.668518066,-269.033142090,-2344.555908203,383.696197510,-250.161392212,-2337.932373047,399.636230469,-261.291717529,-2344.319580078,,,,,,,,,,283.179382324,-192.821792603,-2351.953613281,301.497222900,-199.693405151,-2364.143554688,332.576690674,-186.404647827,-2358.562255859,289.968017578,-232.333160400,-2340.653808594,300.900787354,-226.858428955,-2356.278808594,335.446105957,-220.859878540,-2340.551269531,285.379119873,-267.801971436,-2335.634765625,304.419036865,-256.848785400,-2348.408691406,338.240356445,-265.401397705,-2336.497558594,
